domain,open_page_rank,referring_domains,status,concentration_risk,concentrated_risk,ahrefs_domain_rating,wayback_snapshots,stale_snapshot,Has Full Words,Words Found,Comment,tier,composite_score,wayback_first_seen,wayback_last_seen
absortech.ie,,,not_found,,,0,0,,,,,,,,
abss.ie,,,not_found,,,0,,,,,,,,,
abuckley.ie,,,not_found,,,0,,,,,,,,,
ac-design.ie,,,not_found,,,0,0,,,,,,,,
acadiainternationalinsurance.ie,,,not_found,,,0,,,,,,,,,
acaibowl4less.ie,,,not_found,,,0,,,,,,,,,
acaicontainer.ie,,,not_found,,,0,,,,,,,,,
acaicontainers.ie,,,not_found,,,0,,,,,,,,,
access-therapist.ie,,,not_found,,,0,0,,,,,,,,
accessable.ie,,,not_found,,,0,0,,,,,,,,
accessadhd.ie,,,not_found,,,0,,,Yes,"access, adhd",,,,,
accessible-ireland.ie,,,not_found,,,0,,,Yes,"accessible, ireland",,,,,
accesstherapist.ie,,,not_found,,,0,0,,,,,,,,
accidental.ie,,,not_found,,,0,0,,,,,,,,
accidentalpsychology.ie,,,not_found,,,0,,,Yes,"psychology, dental",,,,,
accompli.ie,,,not_found,,,0,,,,,,,,,
accountsmaster.ie,,,not_found,,,0,6,,Yes,accounts,,,,2021-11-25,2021-12-05
accufy.ie,,,not_found,,,0,0,,,,,,,,
accurist.ie,,,not_found,,,0,0,,,,,,,,
accusense.ie,,,not_found,,,0,,,,,,,,,
acdesign.ie,,,not_found,,,0,0,,,,,,,,
acdetailing.ie,,,not_found,,,0,,,,,,,,,
acdigital.ie,,,not_found,,,0,0,,,,,,,,
aceautocare.ie,,,not_found,,,0,0,,,,,,,,
acruise.ie,,,not_found,,,0,,,No,,,,,,
acsedu.ie,,,not_found,,,0,,,,,,,,,
actionagainstdamp.ie,,,not_found,,,0,19,,Yes,action,,,,2024-09-05,2026-01-18
actionhrservice.ie,,,not_found,,,0,,,,,,,,,
actionhrservices.ie,,,not_found,,,0,,,,,,,,,
actipatch.ie,,,not_found,,,0,0,,,,,,,,
activopet.ie,,,not_found,,,0,0,,,,,,,,
actnowgainlater.ie,,,not_found,,,0,0,,,,,,,,
acu-puncture.ie,,,not_found,,,0,0,,,,,,,,
acupressure.ie,,,not_found,,,0,0,,,,,,,,
acupuncture-council.ie,,,not_found,,,0,0,,,,,,,,
acupuncture-network.ie,,,not_found,,,0,0,,,,,,,,
acupuncture-online.ie,,,not_found,,,0,,,,,,,,,
acupuncture-register.ie,,,not_found,,,0,,,,,,,,,
acupuncturecouncil.ie,,,not_found,,,0,0,,,,,,,,
acupuncturedirectory.ie,,,not_found,,,0,0,,,,,,,,
acupuncturenetwork.ie,,,not_found,,,0,,,,,,,,,
acupunture.ie,,,not_found,,,0,0,,,,,,,,
acuratedspace.ie,,,not_found,,,0,,,No,,,,,,
acustek.ie,,,not_found,,,0,,,,,,,,,
ad-electrical.ie,,,not_found,,,0,0,,,,,,,,
adan.ie,,,not_found,,,0,0,,,,,,,,
adarehousetohome.ie,,,not_found,,,0,0,,,,,,,,
adarewhiskey.ie,,,not_found,,,0,,,,,,,,,
adclear.ie,,,not_found,,,0,0,,,,,,,,
adclearance.ie,,,not_found,,,0,0,,,,,,,,
adcoconstructionmanagement.ie,,,not_found,,,0,0,,,,,,,,
addisonspituitary.ie,,,not_found,,,0,0,,,,,,,,
adelaidewellnessclinic.ie,,,not_found,,,0,0,,,,,,,,
adenix.ie,,,not_found,,,0,0,,,,,,,,
aderval.ie,,,not_found,,,0,,,,,,,,,
adhdaccessonline.ie,,,not_found,,,0,0,,Yes,"access, online, adhd",,,,,
adolescentcounsellinglimerick.ie,,,not_found,,,0,0,,,,,,,,
adpainting.ie,,,not_found,,,0,0,,Yes,painting,,,,,
adphotography.ie,,,not_found,,,0,,,,,,,,,
adriankane.ie,,,not_found,,,0,0,,,,,,,,
adriftpilates.ie,,,not_found,,,0,,,Yes,pilates,,,,,
adscreen.ie,,,not_found,,,0,0,,,,,,,,
adstrategy.ie,,,not_found,,,0,,,No,,,,,,
advancedskinandbody.ie,,,not_found,,,0,22,,Yes,advanced,,,,2017-11-03,2022-02-05
advancedskincareclinic.ie,,,not_found,,,0,874,,Yes,"skincare, advanced, clinic",,,,2016-10-01,2025-03-20
advantagepadel.ie,,,not_found,,,0,0,,,,,,,,
advantagewater.ie,,,not_found,,,0,0,,,,,,,,
advanturecampers.ie,,,not_found,,,0,0,,,,,,,,
adventurekids.ie,,,not_found,,,0,0,,,,,,,,
advertisingagency.ie,,,not_found,,,0,11,,Yes,"advertising, agency",,,,2017-11-03,2018-11-15
advocare.ie,,,not_found,,,0,0,,Yes,care,,,,,
aercode.ie,,,not_found,,,0,0,,,,,,,,
aerobaticsireland.ie,,,not_found,,,0,89,841,,,,,,2019-07-20,2024-05-10
aesinternational.ie,,,not_found,,,0,0,,,,,,,,
aestheticadigital.ie,,,not_found,,,0,0,,,,,,,,
aestheticathlone.ie,,,not_found,,,0,3,,Yes,aesthetic,,,,2024-08-29,2025-01-30
aestheticsdublin.ie,,,not_found,,,0,0,,Yes,"aesthetics, dublin",,,,,
aesthetique.ie,,,not_found,,,0,0,,,,,,,,
affidavits.ie,,,not_found,,,0,,,Yes,affidavit,,,,,
afranga.ie,,,not_found,,,0,0,,,,,,,,
afrigold.ie,,,not_found,,,0,0,,,,,,,,
aftermatt.ie,,,not_found,,,0,,,Yes,after,,,,,
aftermattfoundation.ie,,,not_found,,,0,,,Yes,after,,,,,
afterme.ie,,,not_found,,,0,0,,,,,,,,
afterschoolacademy.ie,,,not_found,,,0,,,Yes,"school, after",,,,,
afwebdesign.ie,,,not_found,,,0,0,,,,,,,,
agatanails.ie,,,not_found,,,0,0,,,,,,,,
agate.ie,,,not_found,,,0,0,,,,,,,,
agedesigns.ie,,,not_found,,,0,0,,Yes,design,,,,,
ageingathome.ie,,,not_found,,,0,0,,,,,,,,
agentsai.ie,,,not_found,,,0,0,,,,,,,,
aginodeire.ie,,,not_found,,,0,0,,No,,,,,,
aginodeireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
agoralandscaping.ie,,,not_found,,,0,0,,,,,,,,
agrideal.ie,,,not_found,,,0,0,,,,,,,,
agrideals.ie,,,not_found,,,0,5,1458,,,,,,2021-12-08,2022-09-01
agriglobe.ie,,,not_found,,,0,0,,,,,,,,
agriglobesolutions.ie,,,not_found,,,0,0,,,,,,,,
agrinetaccounts.ie,,,not_found,,,0,0,,,,,,,,
agtag.ie,,,not_found,,,0,0,,,,,,,,
agusagusagus.ie,,,not_found,,,0,,,No,,,,,,
ahcomeon.ie,,,not_found,,,0,0,,,,,,,,
ahconstructionireland.ie,,,not_found,,,0,0,,,,,,,,
ahelpingcommunity.ie,,,not_found,,,0,0,,,,,,,,
ahherepackitin.ie,,,not_found,,,0,,,,,,,,,
ai-guru.ie,,,not_found,,,0,0,,,,,,,,
ai-workflow.ie,,,not_found,,,0,0,,,,,,,,
ai4everyoneexpo.ie,,,not_found,,,0,,,,,,,,,
aiart.ie,,,not_found,,,0,0,,,,,,,,
aibadd.ie,,,not_found,,,0,0,,,,,,,,
aibot.ie,,,not_found,,,0,0,,No,,,,,,
aibots.ie,,,not_found,,,0,0,,No,,,,,,
aicompany.ie,,,not_found,,,0,0,,,,,,,,
aidegar.ie,,,not_found,,,0,,,,,,,,,
aido.ie,,,not_found,,,0,,,,,,,,,
aiforbusinessireland.ie,,,not_found,,,0,0,,,,,,,,
aiforeveryoneexpo.ie,,,not_found,,,0,,,No,,,,,,
aiformybusiness.ie,,,not_found,,,0,0,,,,,,,,
aiguru.ie,,,not_found,,,0,0,,,,,,,,
aiindustries.ie,,,not_found,,,0,0,,No,,,,,,
aiit.ie,,,not_found,,,0,0,,No,,,,,,
aij.ie,,,not_found,,,0,,,,,,,,,
ailegal.ie,,,not_found,,,0,,,Yes,legal,,,,,
aimdevelopmentsconstruction.ie,,,not_found,,,0,,,Yes,construction,,,,,
aims25.ie,,,not_found,,,0,0,,,,,,,,
aiofirst.ie,,,not_found,,,0,0,,,,,,,,
aipharma.ie,,,not_found,,,0,0,,,,,,,,
air-compressors.ie,,,not_found,,,0,0,,,,,,,,
airbag.ie,,,not_found,,,0,,,No,,,,,,
airconditioningireland.ie,,,not_found,,,0,,,,,,,,,
aircontrol365.ie,,,not_found,,,0,0,,,,,,,,
aireform.ie,,,not_found,,,0,,,,,,,,,
airforceireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
airlinebusiness.ie,,,not_found,,,0,,,Yes,business,,,,,
airlockmembranes.ie,,,not_found,,,0,,,No,,,,,,
airportbustransfer.ie,,,not_found,,,0,0,,,,,,,,
airportminibus.ie,,,not_found,,,0,0,,,,,,,,
airtightnesstape.ie,,,not_found,,,0,0,,,,,,,,
aisolution.ie,,,not_found,,,0,0,,,,,,,,
aisystems.ie,,,not_found,,,0,0,,,,,,,,
aitechnology.ie,,,not_found,,,0,0,,,,,,,,
aitrainingcenter.ie,,,not_found,,,0,0,,Yes,training,,,,,
aiy.ie,,,not_found,,,0,,,,,,,,,
aizey.ie,,,not_found,,,0,0,,,,,,,,
ajtreeservices.ie,,,not_found,,,0,,,,,,,,,
akbergroup.ie,,,not_found,,,0,0,,,,,,,,
akimageconsultant.ie,,,not_found,,,0,0,,Yes,consultant,,,,,
akirahairstudio.ie,,,not_found,,,0,0,,,,,,,,
alainnbars.ie,,,not_found,,,0,,,,,,,,,
alainnbuilds.ie,,,not_found,,,0,0,,,,,,,,
alanbrowndesign.ie,,,not_found,,,0,0,,,,,,,,
alancollins.ie,,,not_found,,,0,0,,,,,,,,
alanslandscapeandmaintenece.ie,,,not_found,,,0,0,,,,,,,,
alarmdoctor.ie,,,not_found,,,0,229,,Yes,"doctor, alarm",,,,2001-02-02,2025-08-13
alcaraz.ie,,,not_found,,,0,,,No,,,,,,
aldoscrumlin.ie,,,not_found,,,0,0,,,,,,,,
aldyne.ie,,,not_found,,,0,0,,,,,,,,
aldynetechnologies.ie,,,not_found,,,0,0,,,,,,,,
alemele.ie,,,not_found,,,0,,,,,,,,,
alexandramotors.ie,,,not_found,,,0,0,,,,,,,,
alexandrite.ie,,,not_found,,,0,0,,,,,,,,
alexg.ie,,,not_found,,,0,0,,,,,,,,
alfanero.ie,,,not_found,,,0,,,,,,,,,
algoapiai.ie,,,not_found,,,0,0,,No,,,,,,
alhaus.ie,,,not_found,,,0,0,,No,,,,,,
alife.ie,,,not_found,,,0,0,,,,,,,,
aligndefine.ie,,,not_found,,,0,0,,,,,,,,
alignedevents.ie,,,not_found,,,0,0,,Yes,events,,,,,
alignerconsultant.ie,,,not_found,,,0,0,,,,,,,,
alignerconsultants.ie,,,not_found,,,0,0,,,,,,,,
alignpilatesclub.ie,,,not_found,,,0,0,,Yes,pilates,,,,,
alimaher.ie,,,not_found,,,0,,,No,,,,,,
alindustrial.ie,,,not_found,,,0,0,,,,,,,,
alineservices.ie,,,not_found,,,0,0,,Yes,services,,,,,
alinka.ie,,,not_found,,,0,0,,,,,,,,
alisevmanicure.ie,,,not_found,,,0,0,,,,,,,,
alittlekick.ie,,,not_found,,,0,0,,No,,,,,,
aljirehz.ie,,,not_found,,,0,0,,,,,,,,
all80sjukebox.ie,,,not_found,,,0,,,,,,,,,
allaboutcontent.ie,,,not_found,,,0,0,,Yes,content,,,,,
allabouthouses.ie,,,not_found,,,0,0,,,,,,,,
allaboutparenting.ie,,,not_found,,,0,161,,Yes,parenting,,,,2021-12-03,2025-03-28
allaboutthebump.ie,,,not_found,,,0,0,,No,,,,,,
allbrightdublin.ie,,,not_found,,,0,0,,,,,,,,
allcareroofing.ie,,,not_found,,,0,0,,Yes,"roofing, care",,,,,
allenbarber.ie,,,not_found,,,0,0,,Yes,barber,,,,,
allgarageparts.ie,,,not_found,,,0,0,,,,,,,,
allhealthnavigator.ie,,,not_found,,,0,2,,Yes,health,,,,2024-09-12,2024-09-16
allinforahappyending.ie,,,not_found,,,0,,,,,,,,,
allinonerenovations.ie,,,not_found,,,0,0,,,,,,,,
allirelandhotel.ie,,,not_found,,,0,0,,Yes,"ireland, hotel",,,,,
allmeaugmentation.ie,,,not_found,,,0,,,No,,,,,,
allnewfordkuga.ie,,,not_found,,,0,0,,,,,,,,
allnewkuga.ie,,,not_found,,,0,0,,,,,,,,
allolimo.ie,,,not_found,,,0,,,,,,,,,
allplasticengineering.ie,,,not_found,,,0,0,,,,,,,,
allseed.ie,,,not_found,,,0,0,,No,,,,,,
allsustainability.ie,,,not_found,,,0,,,No,,,,,,
allthingsamazon.ie,,,not_found,,,0,0,,No,,,,,,
allthingsmarketplace.ie,,,not_found,,,0,0,,,,,,,,
alltimeglow.ie,,,not_found,,,0,0,,,,,,,,
allweatherinsulationdublin.ie,,,not_found,,,0,0,,Yes,"insulation, dublin",,,,,
allweatherwiseroofingandguttering.ie,,,not_found,,,0,0,,,,,,,,
allytheia.ie,,,not_found,,,0,0,,,,,,,,
almatservices.ie,,,not_found,,,0,,,Yes,services,,,,,
almcuso.ie,,,not_found,,,0,0,,,,,,,,
aloeclear.ie,,,not_found,,,0,,,No,,,,,,
alpinegolfholidays.ie,,,not_found,,,0,0,,,,,,,,
altmedia.ie,,,not_found,,,0,0,,,,,,,,
alutechengineering.ie,,,not_found,,,0,,,,,,,,,
alutechprecisionengineering.ie,,,not_found,,,0,,,,,,,,,
aluworld.ie,,,not_found,,,0,0,,,,,,,,
amazingglazing.ie,,,not_found,,,0,0,,,,,,,,
amazoncases.ie,,,not_found,,,0,,,,,,,,,
amazoniasecrets.ie,,,not_found,,,0,0,,,,,,,,
amazons.ie,,,not_found,,,0,,,,,,,,,
ambercare.ie,,,not_found,,,0,,,,,,,,,
ambergateservices.ie,,,not_found,,,0,0,,,,,,,,
ambermoonholistic.ie,,,not_found,,,0,0,,,,,,,,
amcbs.ie,,,not_found,,,0,0,,,,,,,,
amchomeservices.ie,,,not_found,,,0,0,,,,,,,,
americanhighschool.ie,,,not_found,,,0,0,,,,,,,,
americanirishwedding.ie,,,not_found,,,0,0,,Yes,"american, irish",,,,,
amethysts.ie,,,not_found,,,0,0,,,,,,,,
amharctech.ie,,,not_found,,,0,0,,,,,,,,
amicoeco.ie,,,not_found,,,0,0,,No,,,,,,
amoeba.ie,,,not_found,,,0,0,,,,,,,,
amorehomecare.ie,,,not_found,,,0,0,,Yes,"care, home",,,,,
amorel.ie,,,not_found,,,0,,,No,,,,,,
amorous.ie,,,not_found,,,0,0,,,,,,,,
amourey.ie,,,not_found,,,0,0,,,,,,,,
amplexelectrical.ie,,,not_found,,,0,,,Yes,electrical,,,,,
amps.ie,,,not_found,,,0,0,,,,,,,,
amrire.ie,,,not_found,,,0,0,,No,,,,,,
amz.ie,,,not_found,,,0,,,,,,,,,
anafternoonwith.ie,,,not_found,,,0,,,Yes,afternoon,,,,,
anamvr.ie,,,not_found,,,0,0,,No,,,,,,
anatomyphysio.ie,,,not_found,,,0,0,,,,,,,,
anceart.ie,,,not_found,,,0,0,,,,,,,,
ancenergy.ie,,,not_found,,,0,,,No,,,,,,
andandand.ie,,,not_found,,,0,,,,,,,,,
andrewchristian.ie,,,not_found,,,0,,,,,,,,,
andrewfitzsimonshair.ie,,,not_found,,,0,,,,,,,,,
andrewmalone.ie,,,not_found,,,0,0,,,,,,,,
andrii.ie,,,not_found,,,0,,,,,,,,,
anfiain.ie,,,not_found,,,0,0,,,,,,,,
anfieldbootroom.ie,,,not_found,,,0,0,,,,,,,,
anfresh.ie,,,not_found,,,0,0,,,,,,,,
angelcruisers.ie,,,not_found,,,0,0,,,,,,,,
angelictherapy.ie,,,not_found,,,0,,,,,,,,,
angellocks.ie,,,not_found,,,0,0,,,,,,,,
angsana.ie,,,not_found,,,0,0,,,,,,,,
animis.ie,,,not_found,,,0,0,,,,,,,,
aniyl8.ie,,,not_found,,,0,0,,,,,,,,
annaghcounselling.ie,,,not_found,,,0,0,,,,,,,,
annaindata.ie,,,not_found,,,0,0,,,,,,,,
anneprinter.ie,,,not_found,,,0,,,,,,,,,
annickdoza.ie,,,not_found,,,0,0,,,,,,,,
anniversaryproductions.ie,,,not_found,,,0,0,,Yes,production,,,,,
anoiscoaching.ie,,,not_found,,,0,0,,,,,,,,
anoisuisce.ie,,,not_found,,,0,,,No,,,,,,
anotherglynnwedding.ie,,,not_found,,,0,0,,,,,,,,
anothername.ie,,,not_found,,,0,,,,,,,,,
anruta.ie,,,not_found,,,0,0,,,,,,,,
anserprocurement.ie,,,not_found,,,0,0,,No,,,,,,
antarctica.ie,,,not_found,,,0,,,Yes,arctic,,,,,
anthroirish.ie,,,not_found,,,0,0,,,,,,,,
antidietireland.ie,,,not_found,,,0,0,,,,,,,,
antitheftbollards.ie,,,not_found,,,0,0,,,,,,,,
antobarpub.ie,,,not_found,,,0,0,,No,,,,,,
anu-financial.ie,,,not_found,,,0,0,,Yes,financial,,,,,
anubank.ie,,,not_found,,,0,,,Yes,bank,,,,,
anxietyonline.ie,,,not_found,,,0,0,,Yes,"anxiety, online",,,,,
anyallewellynhomes.ie,,,not_found,,,0,0,,,,,,,,
aoifeodphysio.ie,,,not_found,,,0,0,,Yes,physio,,,,,
aoifepsychology.ie,,,not_found,,,0,,,Yes,psychology,,,,,
aoifesheehy.ie,,,not_found,,,0,0,,,,,,,,
aoshearman.ie,,,not_found,,,0,,,No,,,,,,
apartmentpumprepair.ie,,,not_found,,,0,2,,Yes,"apartment, repair",,,,2021-12-08,2022-03-11
apexdevelopement.ie,,,not_found,,,0,0,,No,,,,,,
aplus.ie,,,not_found,,,0,,,No,,,,,,
aplustutors.ie,,,not_found,,,0,,,No,,,,,,
apoh.ie,,,not_found,,,0,,,No,,,,,,
apolloproperty.ie,,,not_found,,,0,0,,Yes,property,,,,,
appdevelop.ie,,,not_found,,,0,0,,No,,,,,,
appexpress.ie,,,not_found,,,0,0,,,,,,,,
applegeern.ie,,,not_found,,,0,0,,No,,,,,,
appointux.ie,,,not_found,,,0,0,,,,,,,,
appropertygroup.ie,,,not_found,,,0,0,,Yes,"property, group",,,,,
appropriateadults.ie,,,not_found,,,0,0,,,,,,,,
appsurescanstudio.ie,,,not_found,,,0,0,,Yes,studio,,,,,
appt.ie,,,not_found,,,0,0,,No,,,,,,
aquagarden.ie,,,not_found,,,0,0,,Yes,garden,,,,,
aquamarine.ie,,,not_found,,,0,0,,,,,,,,
aquamarinestone.ie,,,not_found,,,0,0,,,,,,,,
arabicinstitute.ie,,,not_found,,,0,,,No,,,,,,
architectdesigned.ie,,,not_found,,,0,0,,,,,,,,
architecturecentre.ie,,,not_found,,,0,0,,Yes,architecture,,,,,
arclightadvisory.ie,,,not_found,,,0,0,,,,,,,,
arcsoft.ie,,,not_found,,,0,,,,,,,,,
arcwoodlandservices.ie,,,not_found,,,0,,,Yes,"services, wood",,,,,
ardabawnplumbing.ie,,,not_found,,,0,0,,,,,,,,
ardaghmmccabesolicitors.ie,,,not_found,,,0,,,,,,,,,
arde.ie,,,not_found,,,0,0,,,,,,,,
ardmaths.ie,,,not_found,,,0,,,No,,,,,,
arduhealth.ie,,,not_found,,,0,0,,,,,,,,
arduhealthcare.ie,,,not_found,,,0,0,,,,,,,,
arecaireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
areishwellness.ie,,,not_found,,,0,0,,,,,,,,
argonautleasing.ie,,,not_found,,,0,0,,,,,,,,
arkhq.ie,,,not_found,,,0,0,,,,,,,,
arkspirerentals.ie,,,not_found,,,0,,,Yes,rental,,,,,
arkus.ie,,,not_found,,,0,,,,,,,,,
arkusfs.ie,,,not_found,,,0,,,,,,,,,
armore.ie,,,not_found,,,0,,,,,,,,,
armstronginsulation.ie,,,not_found,,,0,0,,Yes,"insulation, arms",,,,,
arnicafilms.ie,,,not_found,,,0,,,,,,,,,
aro-logistics.ie,,,not_found,,,0,,,No,,,,,,
aroniahealthscience.ie,,,not_found,,,0,,,Yes,health,,,,,
aroundwexford.ie,,,not_found,,,0,0,,Yes,"wexford, around",,,,,
arpenaz.ie,,,not_found,,,0,0,,No,,,,,,
arranmoreferryservice.ie,,,not_found,,,0,,,Yes,service,,,,,
arriveacademy.ie,,,not_found,,,0,0,,,,,,,,
artdealer.ie,,,not_found,,,0,0,,No,,,,,,
artefakthouse.ie,,,not_found,,,0,0,,Yes,house,,,,,
artegregor.ie,,,not_found,,,0,0,,,,,,,,
artemis.ie,,,not_found,,,0,0,,No,,,,,,
arteof.ie,,,not_found,,,0,0,,,,,,,,
arthistorytour.ie,,,not_found,,,0,0,,,,,,,,
arthistorytours.ie,,,not_found,,,0,0,,,,,,,,
arthousestudios.ie,,,not_found,,,0,0,,,,,,,,
arthubcork.ie,,,not_found,,,0,,,Yes,cork,,,,,
artificialintelligencecollege.ie,,,not_found,,,0,0,,Yes,artificial,,,,,
artsy.ie,,,not_found,,,0,,,Yes,arts,,,,,
arturo.ie,,,not_found,,,0,0,,,,,,,,
arulura.ie,,,not_found,,,0,,,No,,,,,,
asafecall.ie,,,not_found,,,0,2,716,,,,,,2024-09-11,2024-09-12
ascinnovation.ie,,,not_found,,,0,0,,,,,,,,
ascotdrycleaners.ie,,,not_found,,,0,0,,,,,,,,
asdshubha.ie,,,not_found,,,0,,,,,,,,,
ashastudio.ie,,,not_found,,,0,,,,,,,,,
ashbournepowerwashing.ie,,,not_found,,,0,0,,No,,,,,,
ashbourneunited.ie,,,not_found,,,0,0,,,,,,,,
ashercouncilling.ie,,,not_found,,,0,0,,,,,,,,
ashfordbay.ie,,,not_found,,,0,0,,,,,,,,
asiskin.ie,,,not_found,,,0,,,No,,,,,,
ask-thekids.ie,,,not_found,,,0,,,,,,,,,
askadam.ie,,,not_found,,,0,,,,,,,,,
askaifinder.ie,,,not_found,,,0,,,No,,,,,,
askeatoncontractingltd.ie,,,not_found,,,0,0,,Yes,contract,,,,,
askeatontown.ie,,,not_found,,,0,,,No,,,,,,
askeire.ie,,,not_found,,,0,0,,,,,,,,
askthekids.ie,,,not_found,,,0,,,,,,,,,
asktrainingservices.ie,,,not_found,,,0,0,,,,,,,,
aspireholidays.ie,,,not_found,,,0,,,Yes,aspire,,,,,
aspiretravel.ie,,,not_found,,,0,,,Yes,"aspire, travel",,,,,
assaya.ie,,,not_found,,,0,0,,,,,,,,
assemblage.ie,,,not_found,,,0,,,No,,,,,,
assembledulbin.ie,,,not_found,,,0,,,,,,,,,
astechaircondiitioning.ie,,,not_found,,,0,0,,,,,,,,
asteer.ie,,,not_found,,,0,,,No,,,,,,
astral.ie,,,not_found,,,0,,,No,,,,,,
astrostats.ie,,,not_found,,,0,,,No,,,,,,
atavola.ie,,,not_found,,,0,0,,,,,,,,
atelierbox.ie,,,not_found,,,0,0,,,,,,,,
athena-schools.ie,,,not_found,,,0,0,,,school,,,,,
athenryspirits.ie,,,not_found,,,0,0,,,,,,,,
athmos.ie,,,not_found,,,0,0,,,,,,,,
athru-nua.ie,,,not_found,,,0,0,,,,,,,,
atimetosell.ie,,,not_found,,,0,,,,,,,,,
atkis.ie,,,not_found,,,0,0,,,,,,,,
atlanticamusements.ie,,,not_found,,,0,0,,,,,,,,
atlanticonline.ie,,,not_found,,,0,5000,,Yes,online,,,,2010-05-20,2019-08-18
atlanticqs.ie,,,not_found,,,0,,,No,,,,,,
atlanticsounds.ie,,,not_found,,,0,,,No,,,,,,
atlanticsummit.ie,,,not_found,,,0,0,,,,,,,,
atlantisroundtowers.ie,,,not_found,,,0,0,,,,,,,,
atone.ie,,,not_found,,,0,0,,Yes,atone,,,,,
attainmentconsultingielimited.ie,,,not_found,,,0,,,,,,,,,
atticinsulationwicklow.ie,,,not_found,,,0,0,,,,,,,,
atwomenspace.ie,,,not_found,,,0,0,,,,,,,,
audiobalance.ie,,,not_found,,,0,0,,,,,,,,
auraandgold.ie,,,not_found,,,0,,,No,,,,,,
auramarks.ie,,,not_found,,,0,0,,,,,,,,
auroradolce.ie,,,not_found,,,0,0,,,,,,,,
australianseasonalworkersnetwork.ie,,,not_found,,,0,,,Yes,work,,,,,
authenticperspectives.ie,,,not_found,,,0,,,Yes,authentic,,,,,
authenticwellbeing.ie,,,not_found,,,0,,,Yes,"wellbeing, authentic",,,,,
autismexplained.ie,,,not_found,,,0,0,,Yes,autism,,,,,
autisticadultconsultancy.ie,,,not_found,,,0,,,Yes,"autistic, adult",,,,,
auto-shine.ie,,,not_found,,,0,0,,,,,,,,
autoagent.ie,,,not_found,,,0,5,,Yes,"agent, auto",,,,2025-07-15,2025-07-19
autoelectricworld.ie,,,not_found,,,0,0,,,,,,,,
autofamilycarwclarem.ie,,,not_found,,,0,0,,,,,,,,
autohaus.ie,,,not_found,,,0,0,,,,,,,,
autoinsure.ie,,,not_found,,,0,,,Yes,auto,,,,,
autolift.ie,,,not_found,,,0,0,,,,,,,,
automotive-b2b.ie,,,not_found,,,0,0,,Yes,automotive,,,,,
automotiveb2b.ie,,,not_found,,,0,0,,Yes,automotive,,,,,
autoservicenct.ie,,,not_found,,,0,,,,,,,,,
autosettle.ie,,,not_found,,,0,0,,Yes,auto,,,,,
autostrada.ie,,,not_found,,,0,,,Yes,auto,,,,,
autotrace.ie,,,not_found,,,0,0,,Yes,auto,,,,,
autovault.ie,,,not_found,,,0,,,,,,,,,
avaloncoparenting.ie,,,not_found,,,0,0,,,,,,,,
avalonengcon.ie,,,not_found,,,0,,,No,,,,,,
avantmotors.ie,,,not_found,,,0,,,Yes,avant,,,,,
avasnaturalcandles.ie,,,not_found,,,0,0,,,,,,,,
aviacheck.ie,,,not_found,,,0,0,,No,,,,,,
avigus.ie,,,not_found,,,0,0,,No,,,,,,
aviotix.ie,,,not_found,,,0,0,,,,,,,,
avondalefoods.ie,,,not_found,,,0,0,,Yes,food,,,,,
avondalesweets.ie,,,not_found,,,0,,,No,,,,,,
avp.ie,,,not_found,,,0,,,,,,,,,
awah.ie,,,not_found,,,0,0,,,,,,,,
awakenotwoke.ie,,,not_found,,,0,0,,,,,,,,
awarenexus.ie,,,not_found,,,0,0,,Yes,aware,,,,,
awesomegreen.ie,,,not_found,,,0,,,,,,,,,
awjsafetysolutions.ie,,,not_found,,,0,,,,,,,,,
awny.ie,,,not_found,,,0,,,No,,,,,,
awnydesigns.ie,,,not_found,,,0,,,Yes,design,,,,,
axemenforestrysupplies.ie,,,not_found,,,0,,,No,,,,,,
axisadvertising.ie,,,not_found,,,0,0,,Yes,"advertising, axis",,,,,
ayra.ie,,,not_found,,,0,0,,,,,,,,
azonjobs.ie,,,not_found,,,0,0,,,,,,,,
azonrecruitment.ie,,,not_found,,,0,0,,,,,,,,
azonrecruitmentgroup.ie,,,not_found,,,0,0,,,,,,,,
azoo.ie,,,not_found,,,0,,,No,,,,,,
b2badvertising.ie,,,not_found,,,0,,,,,,,,,
b2c.ie,,,not_found,,,0,,,,,,,,,
b52.ie,,,not_found,,,0,,,,,,,,,
b52club.ie,,,not_found,,,0,,,No,,,,,,
babarituals.ie,,,not_found,,,0,,,No,,,,,,
babybuggybootcamp.ie,,,not_found,,,0,0,,No,,,,,,
babydress.ie,,,not_found,,,0,,,,,,,,,
babydresses.ie,,,not_found,,,0,,,,,,,,,
babygo.ie,,,not_found,,,0,0,,No,,,,,,
babygrows.ie,,,not_found,,,0,,,,,,,,,
babylonstorage.ie,,,not_found,,,0,,,,,,,,,
babysleep.ie,,,not_found,,,0,0,,No,,,,,,
babystarterpacks.ie,,,not_found,,,0,0,,,,,,,,
bace.ie,,,not_found,,,0,0,,,,,,,,
bachelor-print.ie,,,not_found,,,0,,,Yes,print,,,,,
bachelorfestival.ie,,,not_found,,,0,0,,No,,,,,,
bachelorprint.ie,,,not_found,,,0,,,Yes,print,,,,,
bachmaterials.ie,,,not_found,,,0,,,No,,,,,,
